	B.I	BY.I	B.C	BY.C	B.C	B.I	BY.I	BY.C	BY.C	B.C	BY.I	B.I	B.I	BY.I	BY.C	B.C
ILMN_1214070	386.241725	368.19235625	394.19975	353.06145	411.01455625	400.818975	368.19235625	340.65205625	305.29793125	406.94613125	372.73630625	408.5570375	349.2293625	354.05960625	346.35661875	436.96919375
ILMN_2660182	520.452825	489.587425	598.9458625	536.63215625	600.22399375	567.74288125	527.93001875	559.57819375	458.6657375	564.21346875	431.7225875	510.5569375	510.5569375	516.35701875	620.669025	566.12206875
ILMN_1225594	1470.9896875	1588.2665625	1355.16958125	1357.73449375	1478.5996875	1767.103375	1601.894875	1402.53706875	1599.0994375	1418.00461875	1773.0195	1802.7274375	1737.21975	1832.8898125	1560.8211875	1433.597
ILMN_2817021	226.0137125	213.7162125	262.67929375	258.75729375	253.8598	222.9096625	204.6013	229.10846875	265.969925	282.30319375	228.82529375	256.726675	199.67699375	247.57271875	303.5227625	247.57271875
ILMN_2760415	364.36604375	347.2855875	378.71825625	371.5558125	491.08171875	398.285625	376.43794375	301.5162	318.857075	345.38940625	296.03155	435.835025	358.44570625	326.82395625	325.4101375	356.66225625
ILMN_2881024	304.13445625	261.69506875	278.67450625	234.86673125	278.67450625	240.2466625	244.12235625	227.120325	232.7016375	315.527125	227.67105	209.6493125	252.8984	191.8118125	240.04690625	243.336
ILMN_2613908	843.17844375	752.23520625	620.669025	492.318275	563.63728125	805.97924375	597.95865625	514.343425	517.529525	551.0910625	516.35701875	711.26331875	590.2830875	525.57068125	600.22399375	497.8212875
ILMN_1238640	1588.2665625	1275.825625	1395.78575	1213.3972125	1703.268	1286.1005125	1215.46968125	1213.3972125	1119.3327375	1526.519875	1170.5943	1325.81468125	1546.757625	1231.54114375	1172.722225	1399.6960125
ILMN_2665198	289.80645	303.5227625	308.03741875	300.51006875	271.68064375	270.48401875	306.2683	298.53729375	303.2110375	278.2667625	348.09076875	258.75729375	269.0900875	292.0348375	306.2683	290.89839375
ILMN_1221440	149.48900625	167.46681875	160.23875	173.1835875	167.96165625	169.78939375	185.748925	176.31839375	192.34130625	164.88851875	164.88851875	145.898675	197.2252125	179.20448125	177.502625	156.99936875
ILMN_1214119	109.37994875	127.537025	92.3623425	85.098784375	102.80032	129.37900625	98.603208125	91.6439275	93.565455625	98.255631875	113.846940625	106.242820625	129.71258125	113.281014375	91.9232025	100.5552075
ILMN_1235324	413.1436125	422.1692375	338.969875	310.20375625	372.73630625	416.5290125	457.93085	428.86770625	430.1853875	411.01455625	457.2691	442.1013375	466.434675	379.9415625	415.8145375	377.57789375
ILMN_3103689	307.59543125	298.53729375	361.06348125	411.74715	403.4728625	333.03789375	298.81056875	381.22103125	310.20375625	320.96831875	341.61043125	296.03155	324.18878125	333.03789375	381.63321875	308.03741875
ILMN_2693594	275.04995	286.44878125	312.35949375	287.144725	347.2855875	327.851675	336.38178125	286.81030625	283.215625	308.03741875	304.13445625	353.62091875	345.38940625	310.557075	311.953325	368.19235625
ILMN_1255496	919.02419375	877.80959375	905.5100875	975.55876875	1054.36065625	900.229325	863.1886875	950.49096875	915.24975	933.34199375	847.2564125	902.21253125	924.4569875	903.982275	937.8576625	955.69085625
ILMN_2698606	1408.1082625	1223.86389375	1408.1082625	1123.47035	1799.4763125	1237.64559375	1244.2882125	1101.2866	1109.27059375	1413.892925	884.5102875	1220.88975625	1453.836625	928.73256875	1023.44788125	1546.757625
ILMN_1232621	5017.492875	3920.65875	5035.313	4667.497625	4735.2788125	4680.85275	3672.7575	5100.66625	4680.85275	5159.29925	4799.889	5017.492875	4344.53675	4490.201	5035.313	4602.2670625
ILMN_1225204	1703.268	2007.6768125	1859.51175	2052.1315	1895.11975	1642.0229375	1712.4669375	2250.7824375	2383.1305	2143.6614375	1901.7284375	1703.268	1658.9980625	1964.982125	1974.2203125	2553.0296875
ILMN_3161591	192.34130625	208.614425	203.9486375	169.88470625	209.6493125	191.9776875	188.50483125	177.13383125	201.32313125	202.26374375	154.42223125	202.7771	196.22610625	159.3464375	160.6173125	208.4504625
ILMN_2684563	549.89674375	588.53715	536.63215625	537.3564875	512.05889375	601.04705625	587.55103125	531.53671875	562.62983125	595.21409375	656.59380625	566.12206875	581.747025	745.71349375	598.9458625	614.66899375
ILMN_2694257	487.0973125	468.86593125	492.8494125	578.27779375	522.96660625	486.43069375	478.98810625	568.67436875	619.76544375	601.77260625	496.93676875	434.11775625	504.2750375	541.8511625	657.738425	426.13363125
ILMN_2648397	1436.6275	1433.597	1571.518	1279.10915	1651.4259375	1304.11341875	1515.7341875	1331.98633125	1288.97909375	1621.1950625	1215.46968125	1418.00461875	1318.1725625	1161.1970625	1366.5811	1526.519875
ILMN_2686700	1320.76196875	1119.3327375	1359.73494375	1191.72529375	921.2737875	1311.92510625	1185.554375	1366.5811	1215.46968125	1405.39675625	913.7848	1382.81021875	1351.2752375	867.3996875	1154.72575625	1443.8409375
ILMN_2682321	211.57503125	197.0282375	205.3047125	188.0836	204.4481	211.808925	210.5832875	171.50286875	169.65194375	218.5558625	197.0282375	197.3707125	239.3336125	197.2252125	194.98645	193.88205
ILMN_2768850	685.93454375	703.5802625	811.4076125	789.96631875	616.95135	597.95865625	631.9964875	855.91689375	764.2097375	562.62983125	791.96815625	820.2931	582.72373125	723.366875	747.19006875	679.91124375
ILMN_2893605	1675.8665625	1892.11275	1864.5806875	2078.9265625	1457.8441875	1892.11275	1684.229	1933.3263125	1901.7284375	1864.5806875	2125.5966875	1901.7284375	1836.85825	1959.502625	2056.9218125	1539.848
ILMN_2727893	1909.405	1988.0516875	1905.974125	1876.157875	1981.51975	2033.06075	2052.1315	1880.222375	2078.9265625	1948.114	2320.2016875	2063.82525	1997.4680625	2208.8605	2098.2055	1767.103375
ILMN_2635871	838.49383125	794.63866875	581.747025	603.07173125	596.8079375	687.17316875	784.02243125	616.95135	712.6582	577.3044	857.74695625	657.738425	744.27988125	924.4569875	722.33518125	567.0161125
ILMN_2428388	214.999475	206.84325	210.80955	241.0027875	176.12585	182.548525	206.64905625	245.7140625	251.9778875	219.43544375	234.86673125	212.56733125	189.26159375	231.05068125	229.10846875	213.04775625
ILMN_1219577	6096.572375	6015.1349375	7535.8325625	7411.148625	5791.554125	5859.1675625	5986.11875	6997.7991875	6843.291125	6251.9165625	6432.159625	6791.54225	5691.950125	6015.1349375	6666.436625	5920.0250625
ILMN_1246694	941.899225	932.24933125	1061.20106875	903.982275	1142.3346125	1071.30986875	905.5100875	894.35590625	926.7802875	1016.11661875	923.3045875	984.3163125	991.49634375	1001.36695	873.73599375	1123.47035
ILMN_2834294	149.1243125	120.706985625	144.7298375	127.68379375	167.6349875	144.14700625	141.10776875	148.0848125	143.9201875	169.04061875	155.57271875	130.6918125	160.6173125	128.020125	147.701675	142.66521875
ILMN_2722902	9413.28375	9346.0995	8834.2650625	10674.29	7460.845875	9413.28375	8355.2378125	10574.6365	10841.250625	9169.2155	11297.6646875	9169.2155	9490.1536875	10060.255125	10674.29	8355.2378125
ILMN_2769772	733.7992	555.743425	937.8576625	733.7992	1052.4328875	936.561775	534.31181875	725.7171625	574.1261625	803.50789375	405.04731875	787.17976875	684.55906875	500.1246625	825.27274375	726.77698125
ILMN_2707510	115.3052825	603.75543125	113.0331475	100.422220625	119.687909375	149.79191875	668.6408375	105.775105625	146.0064625	105.35851	619.76544375	121.653625	132.10626875	538.40756875	115.0698675	133.9557875
ILMN_2944301	237.44534375	230.0987875	212.2325375	196.22610625	238.31953125	266.98208125	233.2049125	192.6032125	203.9486375	197.0282375	246.22676875	206.84325	223.11305	259.83235	194.44226875	240.45228125
ILMN_1251930	359.99755625	331.55780625	376.90229375	319.52645625	346.84835	306.74313125	333.580125	348.55784375	332.17845625	393.157475	255.90626875	329.84598125	290.89839375	309.742025	317.0260375	376.90229375
ILMN_1222865	761.0036625	678.67405625	807.2088	675.1991125	860.29973125	752.23520625	804.60284375	809.68798125	723.366875	829.02494375	465.2150125	578.27779375	622.424775	703.5802625	756.18793125	663.46655
ILMN_1219459	296.03155	335.95439375	258.75729375	256.2845125	265.53608125	286.81030625	290.89839375	267.9434	247.27466875	285.79318125	359.38050625	314.987925	297.20371875	336.38178125	249.77924375	250.2519625
ILMN_2637365	3343.45	3260.6586875	3556.7825	3358.915875	3953.748625	3422.046375	3624.416875	3572.0115	3436.421625	3583.1270625	3031.3415	2985.4025	3282.743375	3232.3765	3331.7243125	3728.71325
ILMN_3030392	304.5775125	281.8167875	340.65205625	426.63545	340.65205625	292.76560625	255.90626875	392.65998125	342.9916375	356.32760625	332.51471875	290.89839375	292.76560625	312.7451875	381.22103125	284.58690625
ILMN_2602837	801.81858125	833.42680625	819.3952875	889.0091875	910.37574375	808.3092375	852.3978375	978.4476	835.00675625	791.96815625	713.79743125	852.3978375	775.92039375	756.18793125	854.31285625	987.84588125
ILMN_3150536	543.97434375	580.68080625	542.5852375	584.78806875	521.16900625	559.57819375	596.8079375	544.86930625	684.55906875	531.53671875	675.1991125	581.747025	567.74288125	656.59380625	615.6507375	624.54245
ILMN_2721178	2143.6614375	2037.840625	2082.9988125	2668.906125	2568.4504375	2223.8230625	2172.82875	2481.5916875	2710.1726875	2154.306	2078.9265625	2016.9168125	2078.9265625	2355.1674375	2710.1726875	2388.401875
ILMN_3004441	28088.250625	28088.250625	29991.60125	31429.665	29991.60125	26401.904375	28088.250625	29991.60125	30659.768125	27148.123125	30659.768125	27148.123125	26401.904375	31429.665	30659.768125	28088.250625
ILMN_2688135	355.19934375	358.44570625	372.73630625	345.7649375	338.01579375	367.22568125	359.38050625	348.09076875	361.06348125	365.57460625	335.95439375	395.5918375	359.38050625	345.38940625	324.59301875	371.001275
ILMN_1219067	208.4504625	229.10846875	203.7438375	207.04245	175.28598125	205.07035	221.7632625	203.7438375	188.33473125	210.80955	211.3284125	190.08255	219.84864375	238.7891375	218.88428125	197.2252125
ILMN_2725155	4902.6641875	3583.1270625	4642.1986875	6210.5699375	3384.2715625	4479.1653125	3353.5210625	5017.492875	4602.2670625	3624.416875	3901.5434375	4951.3425625	3953.748625	4115.4703125	4327.9955625	3996.876
ILMN_3062267	376.43794375	508.66270625	366.3423875	368.69168125	335.95439375	403.4728625	605.16504375	322.15643125	435.13193125	434.11775625	546.67505625	402.26533125	410.47876875	476.99363125	349.2293625	478.21235625
ILMN_3109098	1284.59764375	1259.73734375	1098.48106875	1211.26603125	1178.73895	1379.9554375	1325.81468125	1104.645125	1320.76196875	1085.4797875	1382.81021875	1217.59461875	1331.98633125	1286.1005125	1176.1765125	1157.0028125
ILMN_1224855	1644.4888125	1621.1950625	1672.5034375	1790.375375	1340.43134375	1848.017125	1281.5076125	1919.0003125	1855.0858125	1758.3530625	1707.034625	1642.0229375	1651.4259375	1616.891125	1880.222375	1952.964125
ILMN_2850077	591.56195625	506.4152125	527.93001875	661.9242375	713.79743125	585.82873125	385.60209375	504.2750375	823.80625	519.32630625	463.44099375	527.93001875	522.02868125	591.56195625	567.74288125	476.99363125
ILMN_2963792	1457.8441875	1657.091625	1410.221575	1363.2152	1366.5811	1553.0540625	1665.832375	1461.678875	1348.860525	1369.38539375	1716.46775	1345.5829875	1672.5034375	1654.4488125	1521.487125	1529.5255625
ILMN_1254001	950.49096875	1037.15800625	1080.43248125	1167.6394625	1320.76196875	1133.0493375	1067.32936875	1191.72529375	1056.7428375	1023.44788125	958.827475	1025.50926875	1017.5196	1054.36065625	1117.5936875	1211.26603125
ILMN_3101400	472.914975	487.81764375	424.62724375	366.3423875	417.2681625	435.835025	432.68891875	405.04731875	369.6460875	421.34460625	406.25033125	428.2162625	488.60263125	426.13363125	367.22568125	363.591075
ILMN_2748384	434.11775625	420.80611875	428.2162625	418.7329625	395.5918375	409.6476375	567.0161125	388.98266875	378.71825625	487.81764375	485.53976875	484.5622625	468.20624375	522.02868125	378.71825625	413.1436125
ILMN_2845980	880.3431	923.3045875	902.21253125	1067.32936875	1025.50926875	913.7848	926.7802875	926.7802875	958.827475	950.49096875	1009.5939125	880.3431	933.34199375	884.5102875	1126.81623125	1023.44788125
ILMN_1220014	327.20638125	319.932875	333.580125	276.421125	361.06348125	316.35359375	305.29793125	262.94540625	257.83005	397.36328125	257.63335	304.13445625	316.35359375	257.1474375	233.86650625	385.60209375
ILMN_2695528	1447.2469375	1328.9357	1265.42595625	1044.1645625	1707.034625	1279.10915	1311.92510625	1122.48299375	997.9165375	1373.50971875	915.24975	1157.0028125	1413.892925	973.91274375	1045.9207875	1485.9148125
ILMN_1242435	241.5009	242.168325	208.2482625	226.2570875	196.7999	218.5558625	226.39001875	273.60645	269.54261875	211.808925	335.0616875	231.68000625	211.1658125	260.86174375	237.44534375	219.13505625
ILMN_1223271	132.698425	145.674675	161.04661875	118.9281425	163.10266875	146.828925	180.3295625	131.57471875	115.570525	141.5911125	133.0385625	178.6904875	159.4634125	125.31658125	136.98565	147.32380625
ILMN_2681814	389.59186875	445.23834375	469.928175	434.11775625	488.60263125	418.7329625	472.914975	424.62724375	412.55158125	494.73205	436.32871875	407.82223125	366.3423875	371.001275	442.1013375	481.47731875
ILMN_2720180	3166.4545	3248.2679375	2963.303625	2647.8840625	2907.421375	2850.1111875	3323.130125	2553.0296875	2476.998875	3508.3631875	2758.6666875	3155.7905625	2874.069125	2907.421375	2533.3731875	3155.7905625
ILMN_2610798	1031.5182875	1114.7287	1006.592375	1098.48106875	1008.09605625	732.0853625	987.84588125	993.2954125	1050.89158125	962.9292375	1006.592375	991.49634375	878.55406875	910.37574375	1035.2212625	1161.1970625
ILMN_2628657	286.13239375	292.0348375	300.83779375	260.4962375	314.7001	267.6644625	304.96008125	233.70659375	243.336	302.0011375	194.44226875	236.39815625	248.3792375	205.3047125	202.05618125	283.215625
ILMN_2605201	1345.5829875	1315.989225	1228.17379375	917.37219375	982.52008125	1288.97909375	1223.86389375	946.97265625	785.55970625	1002.61314375	1126.81623125	1272.7707375	1272.7707375	1035.2212625	882.26715625	986.313625
ILMN_1250618	213.347025	164.3968125	170.387425	234.5153	126.6088375	155.432225	184.27898125	164.552225	217.3990625	128.020125	140.504525	149.48900625	175.1317625	259.10294375	214.13316875	142.249075
ILMN_2715234	812.9982	913.7848	647.28489375	526.3651125	826.7718875	803.50789375	944.894575	500.1246625	568.67436875	784.02243125	954.6626875	775.92039375	864.630725	874.99784375	649.74345625	718.119375
ILMN_1214402	1478.5996875	1658.9980625	1351.2752375	1610.26175	1298.1607625	1758.3530625	1848.017125	1778.81175	1864.5806875	1440.767375	1672.5034375	2078.9265625	1829.6575625	1729.3028125	1648.387625	1505.6170625
ILMN_3136593	158.86419375	168.3561625	159.3464375	143.20033125	162.80370625	136.3262875	195.13283125	152.69155	148.7124	142.66521875	186.44199375	133.0385625	186.2141625	175.28598125	151.49008125	153.46726875
ILMN_2771219	18866.55375	16150.026875	12195.6165625	9490.1536875	10841.250625	13534.7125	16150.026875	9490.1536875	9890.1793125	12195.6165625	14190.341875	14760.245625	16150.026875	14760.245625	10210.935875	11938.2769375
ILMN_1217926	344.2023125	326.28495625	358.44570625	410.47876875	289.026225	338.01579375	356.66225625	411.74715	410.47876875	300.83779375	402.7885	361.62028125	336.88030625	381.63321875	462.82	317.0260375
ILMN_2928875	1355.16958125	1389.53755625	1433.597	1231.54114375	1680.0055	1377.04380625	1355.16958125	1345.5829875	1165.2661875	1464.879	1220.88975625	1366.5811	1443.8409375	1259.73734375	1298.1607625	1328.9357
ILMN_1254444	793.42196875	745.71349375	657.738425	761.0036625	698.881425	555.743425	867.3996875	771.5237875	681.12016875	690.38670625	972.734025	801.81858125	638.36458125	941.899225	766.57840625	496.93676875
ILMN_1213573	470.87679375	558.30926875	478.21235625	547.767775	465.2150125	512.05889375	515.71900625	566.12206875	536.63215625	560.8079	615.6507375	552.80308125	511.4432375	524.4077875	501.45809375	512.05889375
ILMN_2900462	265.969925	350.950725	289.026225	325.4101375	216.40799375	303.5227625	279.0067375	306.2683	356.66225625	324.18878125	395.5918375	344.83418125	289.4902375	318.03841875	346.84835	293.85094375
ILMN_1254953	463.44099375	628.2296125	449.41195625	428.2162625	476.99363125	451.59918125	579.1233125	419.286475	447.55898125	495.60464375	574.1261625	380.48959375	484.5622625	610.22988125	472.914975	421.78673125
ILMN_2615920	136.79684375	144.260675	126.7113625	116.021529375	116.628699375	155.127325	136.10575625	151.49008125	140.1893	119.23269	146.57059375	162.04371875	167.203	155.81645625	156.89665	149.48900625
ILMN_2718030	1450.9011875	1320.76196875	1461.678875	2355.1674375	1123.47035	1499.0845625	1488.5588125	2118.75825	2214.44325	1635.846125	2013.110125	1294.65333125	1476.0480625	2131.0719375	2375.4135	1470.9896875
ILMN_2930057	1167.6394625	1355.16958125	1233.78420625	1157.0028125	812.9982	1151.43849375	1091.12875625	1253.613975	1342.66180625	1304.11341875	1369.38539375	1096.2395125	1154.72575625	1328.9357	1213.3972125	1142.3346125
ILMN_1239177	647.28489375	723.366875	679.91124375	522.96660625	749.09235	659.09488125	803.50789375	524.4077875	507.9213875	749.09235	538.40756875	664.2749	729.4838	578.27779375	568.67436875	803.50789375
ILMN_2738481	126.6088375	141.3552625	145.3389	152.1062	135.71329375	129.30451875	130.0340125	134.3977375	144.53268125	159.69138125	132.10626875	133.43806875	147.39860625	130.09806875	155.127325	146.0064625
ILMN_2693258	4667.497625	5458.565	4834.3839375	5261.7406875	4925.7006875	4902.6641875	5432.2115	5366.7633125	4964.116125	5120.44175	5791.554125	4166.331375	4758.6421875	5791.554125	5501.0839375	4925.7006875
ILMN_2759983	285.20514375	397.36328125	274.07449375	257.3934125	298.53729375	330.25861875	430.1853875	253.5756875	214.38885	272.3043875	276.746625	274.07449375	319.52645625	335.0616875	257.63335	214.38885
